,Date,P1,P2,Result,Score,Set1,Set2,Set3,Set4,Set5,Court_Type,Tournament
99c56060c45b94b11c3e05850c5d20aa,27/08/2020,Marterer M. (Ger),Collarini A. (Arg),1.0,2-0,71-6,7-6,,,,clay,CHALLENGER MEN - SINGLES: Trieste (Italy)
f6c5efc0a0da93dad379127a6ff2297e,12/07/2020,Gerch L. (Ger),Marterer M. (Ger),-1.0,0-2,3-6,2-6,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
09b2e3ed5f505ea456c2c2a81fb5b6a5,10/07/2020,Marterer M. (Ger),Rosenkranz M. (Ger),1.0,2-0,6-4,6-1,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
f2c8fea3b2ab53f0f8521bce40c63919,09/07/2020,Marterer M. (Ger),Moeller M. (Ger),1.0,2-0,6-3,7-6,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
4437c7c20ed901a1ae16e8f57cf35bf1,26/06/2020,Marterer M. (Ger),Schifris J. (Ger),1.0,2-0,6-2,6-2,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany) - Second stage - Play Offs
431b8bfa0aa98d60e6ab189e6a882f69,25/06/2020,Marterer M. (Ger),Krawietz K. (Ger),1.0,2-0,7-6,6-4,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
9c2314c1486bcfa224f4628d65caaaf6,24/06/2020,Marterer M. (Ger),Lenz J. (Ger),1.0,2-0,6-4,6-4,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
4cf41658289a637808a0a98e03078f4e,23/06/2020,Marterer M. (Ger),Torebko P. (Ger),1.0,2-0,71-6,6-4,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
f04cc357af6a83e5208f6f8b741d4d17,14/06/2020,Ehrenschneider N. (Ger),Marterer M. (Ger),-1.0,0-2,2-6,1-6,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany) - First stage - play-offs
3516e51b88852ee14892409ee7e24c22,12/06/2020,Marterer M. (Ger),Gerch L. (Ger),1.0,2-0,6-3,6-1,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
0874309dfbe30169f8bb0c31a7ae0634,11/06/2020,Marterer M. (Ger),Guttau N. (Ger),1.0,2-0,6-1,6-3,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
fa0864e01436608be9e02c96afc0e661,18/02/2020,Lenz J. (Ger),Marterer M. (Ger),-1.0,0-2,1-6,3-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Koblenz (Germany)
10f6fbce169338f3fdc7a0642a7e09d0,17/02/2020,Marterer M. (Ger),Struvay E. (Col),1.0,2-0,6-3,7-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Koblenz (Germany)
b2d292085ab0220357384c6f8aeefc0e,11/02/2020,Bachinger M. (Ger),Marterer M. (Ger),1.0,2-1,2-6,7-6,6-4,,,hard (indoor),CHALLENGER MEN - SINGLES: Cherbourg (France)
69479d88d9132845ce1eba6114cfb96f,27/02/2021,Escobedo E. (Usa),Mayer L. (Arg),1.0,2-0,7-5,7-6,,,,clay,ATP - SINGLES: Buenos Aires (Argentina) - Qualification
96f44d71be8374259fe05dc3db461c96,22/02/2021,Etcheverry T. M. (Arg),Escobedo E. (Usa),1.0,2-0,7-5,7-5,,,,clay,ATP - SINGLES: Cordoba (Argentina) - Qualification
2eed7ba84beb66404a58fe0031e15d8b,21/02/2021,Escobedo E. (Usa),Meligeni Rodrigues Alves F. (Bra),1.0,2-0,6-4,6-1,,,,clay,ATP - SINGLES: Cordoba (Argentina) - Qualification
da487f78b1a72327de56bce53e46bb80,20/02/2021,Escobedo E. (Usa),Klein L. (Svk),1.0,2-1,7-6,4-6,6-1,,,clay,ATP - SINGLES: Cordoba (Argentina) - Qualification
63f070dc1b3156b21062302d30ae3e1e,11/01/2021,Bourgue M. (Fra),Escobedo E. (Usa),1.0,2-0,7-6,6-2,,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
4a54295a50dd62d3f9fd8b08c54f9950,05/10/2020,Barrios T. (Chi),Escobedo E. (Usa),1.0,2-0,7-6,6-3,,,,clay,CHALLENGER MEN - SINGLES: Barcelona (Spain)
411463335010e8abc2cb329f7a7f3e98,25/06/2020,Escobedo E. (Usa),Svajda Z. (Usa),-1.0,0-1,2-6,2-2,,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
5088d23dc7e4e418a0687d05793a3532,17/06/2020,Escobedo E. (Usa),Svajda Z. (Usa),1.0,2-1,6-7,6-4,7-6,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
e32f60128b3384f08b367981bacf2814,12/06/2020,Schnur B. (Can),Escobedo E. (Usa),1.0,2-1,7-5,5-7,10-7,,,x,EXHIBITION - MEN: Others matches (World)
229dc90fa2b2c659c1026a970e19c3d6,12/06/2020,Escobedo E. (Usa),Altamirano C. (Usa),-1.0,0-2,5-7,2-6,,,,x,EXHIBITION - MEN: Others matches (World)
f0a50916a4f02980a0d227d41251d201,10/06/2020,Escobedo E. (Usa),Boyer D. H. (Usa),1.0,2-0,6-3,6-4,,,,x,EXHIBITION - MEN: Others matches (World)
d9c9d8eb4bcee8d3c5c3e91c7fbc0cc6,09/06/2020,Escobedo E. (Usa),Svajda Z. (Usa),1.0,2-1,6-3,3-6,6-3,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
1a491e857a630360f87979ba6ae9bbaf,03/03/2020,Escobedo E. (Usa),Kubler J. (Aus),1.0,2-0,6-1,6-2,,,,hard,CHALLENGER MEN - SINGLES: Monterrey (Mexico)
891372b5cea9e8ec7d987de3e3b11db8,15/02/2020,Escobedo E. (Usa),Watanuki Y. (Jpn),-1.0,0-2,4-6,4-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Cleveland (USA)
9210158b1bb301017a645e4463fdb8fd,12/02/2020,Escobedo E. (Usa),Clezar G. (Bra),1.0,2-0,6-3,6-4,,,,hard (indoor),CHALLENGER MEN - SINGLES: Cleveland (USA)
e23bae401427fbb9f26751b320331180,03/02/2020,Escobedo E. (Usa),Oliveira G. (Por),1.0,2-0,6-2,6-3,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
a497e8c5aa5c5f0aebfe5de6ac0d7aaa,27/01/2020,Escobedo E. (Usa),Bellucci T. (Bra),1.0,2-0,6-1,7-5,,,,hard,CHALLENGER MEN - SINGLES: Newport Beach (USA)
898a5a3ae60ab807d77d6270b1b4463b,19/02/2021,Ilkel C. (Tur),Brooksby J. (Usa),-1.0,0-2,1-6,4-6,,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
4ea1e71fa8ed7491a131c725e483f3aa,18/02/2021,Ilkel C. (Tur),Tseng C. H. (Tpe),1.0,2-0,7-6,7-5,,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
72a56aa79232d09625ab22a82585be2d,16/02/2021,Ilkel C. (Tur),Cagnina J. (Bel),1.0,2-0,6-1,7-6,,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
65a95cd61875c9c831e538fe9fa6d4e3,12/02/2021,Kuzmanov D. (Bul),Ilkel C. (Tur),-1.0,1-2,6-4,3-6,2-6,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
2cdd066632e1d1f7b1079bbe20cb9eb6,11/02/2021,Cagnina J. (Bel),Ilkel C. (Tur),-1.0,0-2,2-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
a292de8f012a2eccb03ce5078ba2a971,09/02/2021,Brooksby J. (Usa),Ilkel C. (Tur),-1.0,0-2,3-6,4-6,,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
1dc6931a5ba810157b73967f8c399cd7,31/01/2021,Ilkel C. (Tur),Etcheverry T. M. (Arg),1.0,2-1,6-7,6-4,7-6,,,clay,CHALLENGER MEN - SINGLES: Antalya (Turkey)
c9b4339204a2b339eb45f3a1eb65ea0e,12/01/2021,Halys Q. (Fra),Ilkel C. (Tur),1.0,2-1,2-6,7-6,6-1,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
49293d443bd1ab3a096b6aedce7ac5b2,09/12/2020,Ilkel C. (Tur),Harris B. (Gbr),-1.0,0-2,6-70,4-6,,,,clay,ITF MEN - SINGLES: M15 Antalya (Turkey)
966a7b7ab43f4fa55eed1cb07657907b,03/12/2020,Ilkel C. (Tur),Gima S. (Rou),-1.0,1-2,6-4,6-7,4-6,,,clay,ITF MEN - SINGLES: M15 Antalya (Turkey)
134894d3216009f4589f9d58cab8a004,02/12/2020,Ilkel C. (Tur),Jirousek T. (Cze),1.0,2-0,6-4,6-3,,,,clay,ITF MEN - SINGLES: M15 Antalya (Turkey)
86e00094b3902f66d2d9fe265ec22006,20/10/2020,Benchetrit E. (Mar),Ilkel C. (Tur),-1.0,0-2,4-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Istanbul (Turkey)
945d73041a0581ce96a126c5611e7b6d,10/10/2020,Serdarusic N. (Cro),Ilkel C. (Tur),1.0,2-1,7-6,3-6,6-4,,,hard (indoor),ATP - SINGLES: St. Petersburg (Russia) - Qualification
595f632c5b8b3febd19866e0e3729bb4,15/09/2020,Ilkel C. (Tur),Jaziri M. (Tun),-1.0,0-2,2-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Iasi (Romania)
2c08bdd25540ee8bf087b9b4202e0a27,07/03/2020,Ilkel C. (Tur),Leshem E. (Isr),-1.0,0-2,2-6,6-7,,,,x,ATP - SINGLES: Davis Cup - World Group I (World) - Preliminary
0b9ae0b925f41f4f6c1f75e4c860af7a,06/03/2020,Ilkel C. (Tur),Cukierman D. (Isr),-1.0,0-2,6-7,2-6,,,,x,ATP - SINGLES: Davis Cup - World Group I (World) - Preliminary
1e34e42f0b07c058a8613a69c67bc8fa,26/02/2020,Ilkel C. (Tur),Ajdukovic D. (Cro),-1.0,1-2,4-6,6-4,6-7,,,clay,ITF MEN - SINGLES: M25 Antalya (Turkey)
d2676fdb4df2de4dd7b9eaa6546f47c6,20/02/2020,Brancaccio R. (Ita),Ilkel C. (Tur),-1.0,0-2,1-6,6-7,,,,hard (indoor),CHALLENGER MEN - SINGLES: Bergamo (Italy)
eaa6dd7520d97e5398e37bd5b761cdf5,18/02/2020,Durasovic V. (Nor),Ilkel C. (Tur),-1.0,0-2,3-6,4-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Bergamo (Italy)
ce102e2aa446beb48d3efa381cc6e290,11/02/2020,Ilkel C. (Tur),Basic M. (Bih),-1.0,1-2,6-3,2-6,3-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Cherbourg (France)
cbf17606784b62b7e574b6310c9369a2,02/02/2020,Janvier M. (Fra),Ilkel C. (Tur),-1.0,0-2,6-7,5-7,,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
60a533166824e7eee32e53dd49868049,31/01/2020,Kopriva V. (Cze),Ilkel C. (Tur),-1.0,1-2,2-6,7-6,1-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
ed19644eb20efdfc48a85c0431e695c8,30/01/2020,Lestienne C. (Fra),Ilkel C. (Tur),-1.0,1-2,6-4,5-7,3-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
b89418713ae6449879fd227bea623551,27/01/2020,Durasovic V. (Nor),Ilkel C. (Tur),-1.0,1-2,6-4,4-6,4-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
0b84c2583ea188dc74965266d562908f,23/01/2020,Escoffier A. (Fra),Ilkel C. (Tur),-1.0,1-2,3-6,6-2,3-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Rennes (France)
bc859c27690944bf1cd1889077a3e4c4,22/01/2020,Bega A. (Ita),Ilkel C. (Tur),-1.0,0-2,4-6,2-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Rennes (France)
2d7b58a7af25f1aeb468f570f0d3a135,12/01/2020,Ilkel C. (Tur),Arnaboldi A. (Ita),-1.0,1-2,6-3,4-6,5-7,,,hard,CHALLENGER MEN - SINGLES: Bangkok (Thailand)
79ea30018802eea0f4d19a650360aa3b,13/01/2021,Tomic B. (Aus),Smith J. P. (Aus),1.0,2-1,6-4,5-7,70-6,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
38aa8b49e3d1b6b8631a5257383221ad,12/01/2021,Tomic B. (Aus),Schoolkate T. (Aus),1.0,2-1,6-4,1-6,70-6,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
83e7f76d39c65450000f54c8a7dfb6fa,19/12/2020,Tomic B. (Aus),Bourchier H. (Aus),0,---,,,,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
2bad65405079100a9b39c523d639e9aa,18/12/2020,Tomic B. (Aus),Bouzige M. (Aus),1.0,2-1,7-5,3-6,6-3,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
53c29ff4b825a742dd237b53d9d65dde,16/12/2020,Tomic B. (Aus),Santillan A. (Aus),1.0,2-1,6-7,6-3,7-5,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
2ffb52d92456e15ae9f78f43c106d2c5,15/12/2020,Tomic B. (Aus),Sekulic P. (Aus),1.0,2-0,6-2,6-0,,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
4c0f9f7651ce32e704bcc0f9fb01761f,25/11/2020,Tomic B. (Aus),Puttergill C. (Aus),1.0,2-0,6-3,6-4,,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
1bd9fe20967bc1bb62cd9bc8b7893c64,24/11/2020,Tomic B. (Aus),Fancutt T. J. (Aus),-1.0,1-2,6-1,6-7,8-10,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
bae16aba6fc7e706b56841e1116d1023,23/11/2020,Tomic B. (Aus),Banes M. (Aus),1.0,2-0,6-3,6-0,,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
a161df04e661c01bdb64f8d34a4cffed,03/03/2020,Tomic B. (Aus),Menendez-Maceiras A. (Esp),1.0,2-1,6-3,6-7,6-3,,,hard,CHALLENGER MEN - SINGLES: Monterrey (Mexico)
ac70026ba36924e28e453db842ecf467,15/02/2020,Toledo B. P. (Esp),Tomic B. (Aus),-1.0,0-2,1-6,3-6,,,,hard,ATP - SINGLES: Delray Beach (USA) - Qualification
788333b5073f072a15388306d0ce94f7,12/02/2021,Bachinger M. (Ger),Bourgue M. (Fra),-1.0,1-2,1-6,7-6,1-6,,,hard,CHALLENGER MEN - SINGLES: Biella (Italy)
df4d58843bc78254b1a13a7d432d9b97,08/02/2021,Bourgue M. (Fra),Pellegrino A. (Ita),1.0,2-0,7-6,6-1,,,,hard,CHALLENGER MEN - SINGLES: Biella (Italy)
9f2b8743fa9c4f099943883589ea57f7,01/02/2021,Bourgue M. (Fra),Grenier H. (Fra),1.0,2-1,4-6,7-6,6-2,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper 2 (France) - Qualification
f010a60158b85ee11bf33e0bd09e87b1,31/01/2021,Bourgue M. (Fra),Vatutin A. (Rus),1.0,2-0,6-0,6-3,,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper 2 (France) - Qualification
aaaacbb431ce89ed22e0cdbc653b2c81,04/11/2020,Vanni L. (Ita),Bourgue M. (Fra),1.0,2-1,7-6,2-6,7-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Parma 2 (Italy)
74f07268fa2b095ed7c0f88974347371,03/11/2020,Bourgue M. (Fra),Rune H. (Den),1.0,2-0,7-6,6-1,,,,hard (indoor),CHALLENGER MEN - SINGLES: Parma 2 (Italy)
8178d607b2c83c9b6f3bad6221c28e70,13/10/2020,Grenier H. (Fra),Bourgue M. (Fra),1.0,2-1,5-7,6-0,6-1,,,clay,CHALLENGER MEN - SINGLES: Lisbon (Portugal)
ca212756ec3c29765621d01f1477c070,16/09/2020,Bourgue M. (Fra),Barrios T. (Chi),1.0,2-0,6-1,6-3,,,,clay,CHALLENGER MEN - SINGLES: Iasi (Romania)
acea11c4eb865cd12acd78430aa1d526,14/09/2020,Bourgue M. (Fra),Martineau M. (Fra),1.0,2-0,6-1,7-6,,,,clay,CHALLENGER MEN - SINGLES: Iasi (Romania)
81380f4db2c6809ec69801af4e8f8792,21/08/2020,Rune H. (Den),Bourgue M. (Fra),1.0,2-0,7-6,6-1,,,,clay,ITF MEN - SINGLES: M25 Vogau (Austria)
8949583cae3ddbc658e66cbc3dae3e18,20/08/2020,Doumbia S. (Fra),Bourgue M. (Fra),-1.0,0-2,5-7,2-6,,,,clay,ITF MEN - SINGLES: M25 Vogau (Austria)
691b49c68c67dbbfa06b623693a1073e,19/08/2020,Thiem M. (Aut),Bourgue M. (Fra),-1.0,1-2,6-3,0-6,0-6,,,clay,ITF MEN - SINGLES: M25 Vogau (Austria)
930e20ec32b95a575031a1b295aeb236,20/07/2020,Bourgue M. (Fra),Cazaux A. (Fra),-1.0,0-2,6-7,4-6,,,,hard,EXHIBITION - MEN: Challenge Elite FFT 3 (France)
6651a2200ca0667f31888cc9415ad6d2,13/07/2020,Bourgue M. (Fra),Denolly C. (Fra),-1.0,1-2,6-3,4-6,7-10,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France)
1496fff7733e1ad7b95b3e2cee007621,08/07/2020,Halys Q. (Fra),Bourgue M. (Fra),-1.0,1-2,5-7,6-2,9-11,,,hard,EXHIBITION - MEN: Challenge Elite FFT (France)
5548a2708c77c64aa86e8485e1e12f88,06/07/2020,Bourgue M. (Fra),Mayot H. (Fra),1.0,2-0,6-4,6-2,,,,hard,EXHIBITION - MEN: Challenge Elite FFT (France)
02235184ff859cd4c148b0e103bf7490,24/02/2020,Bourgue M. (Fra),Vavassori A. (Ita),1.0,2-0,7-6,6-3,,,,hard (indoor),CHALLENGER MEN - SINGLES: Pau (France)
e663ca4721a4b9ee21e967a967e26f34,19/02/2020,Michalski D. (Pol),Bourgue M. (Fra),1.0,1-0,6-4,2-0,,,,hard (indoor),CHALLENGER MEN - SINGLES: Bergamo (Italy)
47cff90aec879e938e0a07f05e20fdb8,01/02/2020,Janvier M. (Fra),Bourgue M. (Fra),1.0,2-1,6-4,5-7,6-4,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
8f798c360d462d6ad27eee2adf107a9e,31/01/2020,Bourgue M. (Fra),Bachinger M. (Ger),1.0,2-0,6-4,6-4,,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
b7e5c0fb17c91ba66ebb472460be13ab,30/01/2020,Couacaud E. (Fra),Bourgue M. (Fra),-1.0,1-2,1-6,6-4,4-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
14adbd89efa179c67e84f54818a2c694,27/02/2021,Collarini A. (Arg),Klein L. (Svk),-1.0,0-2,4-6,5-7,,,,clay,ATP - SINGLES: Buenos Aires (Argentina) - Qualification
76d02d9e4b2774cfff543b05edbf93ed,20/02/2021,Casanova H. (Arg),Collarini A. (Arg),-1.0,0-2,2-6,6-7,,,,clay,ATP - SINGLES: Cordoba (Argentina) - Qualification
bb0b689037a73b584b67fe565fb67f54,29/09/2020,Collarini A. (Arg),Arnaboldi A. (Ita),1.0,2-1,6-2,4-6,6-2,,,clay,CHALLENGER MEN - SINGLES: Biella (Italy)
908d5d9e04236edee76352febbda0f61,01/09/2020,Collarini A. (Arg),Viola M. (Ita),1.0,2-0,6-0,6-1,,,,clay,CHALLENGER MEN - SINGLES: Cordenons (Italy)
2b8a213ff98ece584f1c41d33b142e67,22/02/2020,Cuevas M. (Uru),Collarini A. (Arg),-1.0,0-2,2-6,6-7,,,,clay,ATP - SINGLES: Santiago (Chile) - Qualification
1919d4fb75827072b165c45e55d0c6da,28/01/2020,Clezar G. (Bra),Collarini A. (Arg),1.0,2-0,7-6,7-6,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
9f7e3caa19ffae263d37672dd2fe86eb,14/01/2020,Purcell M. (Aus),Collarini A. (Arg),1.0,2-1,7-6,6-7,6-4,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
3f8ee3c261491fa52b2fcd021a19f3f6,06/01/2020,Viola M. (Ita),Collarini A. (Arg),1.0,2-0,6-3,7-6,,,,hard,CHALLENGER MEN - SINGLES: Noumea (New Caledonia)
ed0330db9877382f485ada1add016da8,25/11/2020,Sakamoto P. (Bra),Ficovich J. P. (Arg),1.0,2-0,7-6,7-5,,,,clay,CHALLENGER MEN - SINGLES: Sao Paulo (Brazil)
cab3a5d8f1551149a4a8a0210dfb8925,23/11/2020,Gonzalez A. (Col),Ficovich J. P. (Arg),-1.0,0-2,3-6,6-7,,,,clay,CHALLENGER MEN - SINGLES: Sao Paulo (Brazil)
66545f1c75adad8d23c8c186f191f92d,20/10/2020,Lenz J. (Ger),Ficovich J. P. (Arg),1.0,2-1,5-7,7-5,6-4,,,hard (indoor),CHALLENGER MEN - SINGLES: Ismaning (Germany)
fca37fe74b019b6f8566c7203004cf45,15/10/2020,Barrios T. (Chi),Ficovich J. P. (Arg),-1.0,0-2,3-6,0-6,,,,clay,CHALLENGER MEN - SINGLES: Alicante (Spain)
b31ba3333c13a161f36651bdc994ed78,29/09/2020,Garcia-Lopez G. (Esp),Ficovich J. P. (Arg),-1.0,0-2,3-6,2-6,,,,clay,CHALLENGER MEN - SINGLES: Biella (Italy)
a52f88db09863707f1d9b7965e396db4,23/09/2020,Couacaud E. (Fra),Ficovich J. P. (Arg),1.0,2-0,6-3,6-3,,,,clay,ATP - SINGLES: French Open (France) - Qualification
3d8116979c9c4f08ae984704cdc442b1,26/08/2020,Gigante M. (Ita),Ficovich J. P. (Arg),-1.0,0-2,2-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Trieste (Italy)
fe86fabf43624b04de66366bc29cd3eb,18/08/2020,Ficovich J. P. (Arg),Trungelliti M. (Arg),1.0,2-1,4-6,6-4,6-2,,,clay,CHALLENGER MEN - SINGLES: Todi (Italy)
cea6ffb167954a71ea6d846e61c577ed,02/03/2020,Ficovich J. P. (Arg),Kubler J. (Aus),-1.0,0-2,6-7,3-6,,,,hard,CHALLENGER MEN - SINGLES: Monterrey (Mexico)
1594261c89e6dfc640fec911a2b28d39,26/02/2020,Ficovich J. P. (Arg),Haerteis J. (Ger),-1.0,0-2,2-6,6-7,,,,hard (indoor),CHALLENGER MEN - SINGLES: Columbus (USA)
a95f2c5f4fef77ea3a5fcb120e5c1490,23/02/2020,Dougaz A. (Tun),Ficovich J. P. (Arg),-1.0,1-2,6-7,6-4,3-6,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
132851327dfe35676a9b3417a2fdf6ce,22/02/2020,Ortega-Olmedo R. (Esp),Ficovich J. P. (Arg),-1.0,1-2,6-3,5-7,5-7,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
ee68a94861f1c6a514fe74d45053c6d5,20/02/2020,Ficovich J. P. (Arg),Eubanks C. (Usa),1.0,2-1,3-6,6-3,7-5,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
10f8011a8a97245e20a809ef60e3f37c,19/02/2020,Ficovich J. P. (Arg),Roelofse R. (Rsa),1.0,2-1,4-6,6-3,6-4,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
afd5cff4db611e575241d679f3a557cc,27/01/2020,Gomez-Herrera C. (Esp),Ficovich J. P. (Arg),1.0,2-0,6-3,7-5,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
f67f3f5d543ba7675eab566b46b503d2,30/11/2020,Halys Q. (Fra),Blancaneaux G. (Fra),1.0,2-1,7-5,3-6,7-5,,,clay (indoor),CHALLENGER MEN - SINGLES: Maia (Portugal)
b9797355e46c76d1ba591f0127f6203f,06/11/2020,Halys Q. (Fra),Vanni L. (Ita),1.0,2-0,7-6,7-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Parma 2 (Italy)
f979c11686b73439508313cbbe183ef8,04/11/2020,Halys Q. (Fra),Viola M. (Ita),1.0,2-1,4-6,6-3,7-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Parma 2 (Italy)
55379f93f3e255c7765af2916b86b8fb,12/10/2020,Halys Q. (Fra),Gojo B. (Cro),-1.0,0-2,2-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Lisbon (Portugal)
fae013193edb723a6846324de9df5f69,21/09/2020,Etcheverry T. M. (Arg),Halys Q. (Fra),1.0,2-1,7-6,4-6,7-6,,,clay,CHALLENGER MEN - SINGLES: Sibiu (Romania)
5c1a4956089c75cff33a232d3018dd53,15/09/2020,Halys Q. (Fra),Etcheverry T. M. (Arg),-1.0,1-2,6-4,2-6,3-6,,,clay,CHALLENGER MEN - SINGLES: Iasi (Romania)
ffd44101a1fffeb134a78d7cc134d8ba,18/07/2020,Grenier H. (Fra),Halys Q. (Fra),-1.0,0-2,6-71,6-7,,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France) - Play Offs
082888ced51ccc909fcfec6e830a1dfb,15/07/2020,Halys Q. (Fra),Cazaux A. (Fra),1.0,2-0,6-4,7-5,,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France)
898fd9a16b40291d04e5b46177d2154e,14/07/2020,Halys Q. (Fra),Janvier M. (Fra),-1.0,1-2,7-5,2-6,9-11,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France)
ff52e4577fb635e7f2d879807257ed80,11/07/2020,Escoffier A. (Fra),Halys Q. (Fra),1.0,2-1,1-6,6-3,10-4,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
9032c7d2e93e286e5207239454b7a7f3,10/07/2020,Halys Q. (Fra),Faivre P. (Fra),1.0,2-0,6-4,6-2,,,,hard,EXHIBITION - MEN: UTR Pro Match Series (World)
8602bc1a713f10d7c868309869eab8b4,07/07/2020,Halys Q. (Fra),Mayot H. (Fra),-1.0,1-2,4-6,6-4,6-10,,,hard,EXHIBITION - MEN: Challenge Elite FFT (France)
f91ae4c24023b0a620452211701c687f,25/02/2020,Viola M. (Ita),Halys Q. (Fra),-1.0,0-2,1-6,2-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Pau (France)
38b11a8be040d08d462c67977bf9c277,18/02/2020,Halys Q. (Fra),Welte M. (Ger),1.0,2-0,7-5,6-2,,,,hard (indoor),CHALLENGER MEN - SINGLES: Koblenz (Germany)
f565cac00993f01f251ddcd0d037bf36,30/01/2020,Zverev M. (Ger),Halys Q. (Fra),1.0,2-0,6-4,6-0,,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
3cbfcd5ea147e45967cd4ac6437e54d3,29/01/2020,Janowicz J. (Pol),Halys Q. (Fra),0,---,,,,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper (France)
a74911dcbd6ba6db53494d066eef7f50,17/01/2020,Halys Q. (Fra),Lee D. H. (Kor),1.0,2-0,6-3,6-4,,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
51afc7885add52b7961e94ec55a16354,15/01/2020,Halys Q. (Fra),Santillan A. (Aus),1.0,2-0,6-3,7-6,,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
8ac226401128760111ccfac21426c91e,09/02/2021,Janvier M. (Fra),Zuk K. (Pol),-1.0,0-1,6-7,0-1,,,,hard (indoor),CHALLENGER MEN - SINGLES: Cherbourg (France)
5e6d66e6a25bb7d5e281caa7befc6df6,04/02/2021,Janvier M. (Fra),Masur D. (Ger),1.0,2-0,7-6,6-2,,,,hard (indoor),CHALLENGER MEN - SINGLES: Quimper 2 (France)
